region,state,lga,tier,count
South East,Abia,Aba North,Tier 0,0
South East,Abia,Aba South,Tier 0,0
North Central,FCT-Abuja,Abaji,Tier 0,2
South South,Akwa-Ibom,Abak,Tier 0,0
South South,Ebonyi,Abakaliki,Tier 0,0
South West,Ogun,Abeokuta North,Tier 0,0
South West,Ogun,Abeokuta South,Tier 0,0
South South,Cross-River,Abi,Tier 0,0
South East,Imo,Aboh Mbaise,Tier 0,0
South South,Rivers,Abua-Odual,Tier 0,0
North Central,FCT/Abuja,Abuja Municipal Area Council,Tier 0,1
North Central,Kogi,Adavi,Tier 0,0
North Central,Benue,Ado,Tier 0,0
South West,Ekiti,Ado Ekiti,Tier 0,2
South West,Ogun,Ado-Odo/Ota,Tier 0,0
South West,Oyo,Afijio,Tier 0,0
South South,Ebonyi,Afikpo,Tier 0,0
North Central,Niger,Agaie,Tier 0,0
North Central,Benue,Agatu,Tier 0,6
South West,Lagos,Agege,Tier 0,0
South East,Anambra,Aguata,Tier 0,0
South East,Imo,Ahiazu Mbaise,Tier 0,0
South South,Rivers,Ahoada East,Tier 0,6
South South,Rivers,Ahoada West,Tier 0,0
South West,Osun,Aiyedaade,Tier 0,0
South West,Osun,Aiyedire,Tier 0,0
North Central,Kogi,Ajaokuta,Tier 0,0
South West,Lagos,Ajeromi-Ifelodun,Tier 0,0
North West,Kano,Ajingi,Tier 0,0
South South,Cross-River,Akamkpa,Tier 0,7
South West,Oyo,Akinyele,Tier 0,0
North East,Gombe,Akko,Tier 0,1
South West,Ondo,Akoko North-East,Tier 0,0
South West,Ondo,Akoko North-West,Tier 0,0
South West,Ondo,Akoko South-East,Tier 0,0
South West,Ondo,Akoko South-West,Tier 0,0
South South,Edo,Akoko-Edo,Tier 0,0
South South,Cross-River,Akpabuyo,Tier 0,1
South South,Rivers,Akuku Toru,Tier 0,0
South West,Ondo,Akure North,Tier 0,0
South West,Ondo,Akure South,Tier 0,0
North Central,Nasarawa,Akwanga,Tier 0,1
North West,Kano,Albasu,Tier 0,0
North West,Kebbi,Aleiro,Tier 0,1
South West,Lagos,Alimosho,Tier 0,0
North East,Bauchi,Alkaleri,Tier 0,0
South West,Lagos,Amuwo-Odofin,Tier 0,0
South East,Anambra,Anambra East,Tier 0,0
South East,Anambra,Anambra West,Tier 0,0
South East,Anambra,Anaocha,Tier 0,0
South South,Rivers,Andoni,Tier 0,12
South East,Enugu,Aninri,Tier 0,0
South South,Delta,Aniocha North,Tier 0,0
South South,Delta,Aniocha South,Tier 0,0
North Central,Kogi,Ankpa,Tier 0,0
North Central,Benue,Apa,Tier 0,5
South West,Lagos,Apapa,Tier 0,1
North East,Taraba,Ardo Kola,Tier 0,3
North West,Kebbi,Arewa,Tier 0,8
North West,Kebbi,Argungu,Tier 0,1
South East,Abia,Arochukwu,Tier 0,11
North Central,Kwara,Asa,Tier 0,0
South South,Rivers,Asari Toru,Tier 0,1
North East,Borno,Askira/Uba,Tier 0,0
South West,Osun,Atakunmosa East,Tier 0,2
South West,Osun,Atakunmosa West,Tier 0,0
South West,Oyo,Atiba,Tier 0,0
South West,Oyo,Atisbo,Tier 0,3
North West,Kebbi,Augie,Tier 0,5
North West,Jigawa,Auyo,Tier 0,0
North Central,Nasarawa,Awe,Tier 0,1
South East,Enugu,Awgu,Tier 0,0
South East,Anambra,Awka North,Tier 0,0
South East,Anambra,Awka South,Tier 0,0
South East,Anambra,Ayamelum,Tier 0,0
North West,Jigawa,Babura,Tier 0,2
South West,Lagos,Badagry,Tier 0,0
North East,Yobe,Bade,Tier 0,1
North West,Kebbi,Bagudo,Tier 0,0
North West,Kano,Bagwai,Tier 0,0
South South,Cross-River,Bakassi,Tier 0,7
North West,Katsina,Bakori,Tier 0,0
North West,Zamfara,Bakuka,Tier 0,10
North East,Gombe,Balanga,Tier 0,6
North East,Taraba,Bali,Tier 0,8
North East,Borno,Bama,Tier 0,7
North Central,Plateau,Barkin Ladi,Tier 0,1
North Central,Plateau,Bassa,Tier 0,2
North West,Katsina,Batagarawa,Tier 0,0
North East,Bauchi,Bauchi,Tier 0,0
North West,Katsina,Baure,Tier 0,0
North East,Borno,Bayo,Tier 0,0
North West,Kano,Bebeji,Tier 0,0
South South,Cross-River,Bekwarra,Tier 0,3
South East,Abia,Bende,Tier 0,9
South South,Cross-River,Biase,Tier 0,11
North West,Kano,Bichi,Tier 0,0
North Central,Niger,Bida,Tier 0,0
North East,Gombe,Billiri,Tier 0,0
North West,Katsina,Bindawa,Tier 0,3
North West,Sokoto,Binji,Tier 0,8
North West,Kebbi,Birnin Kebbi,Tier 0,0
North West,Jigawa,Birnin Kudu,Tier 0,3
North West,Zamfara,Birnin Magaji/Kiyaw,Tier 0,6
North West,Jigawa,Birniwa,Tier 0,1
North East,Borno,Biu,Tier 0,0
North West,Sokoto,Bodinga,Tier 0,3
North East,Bauchi,Bogoro,Tier 0,0
South South,Cross-River,Boki,Tier 0,9
North Central,Plateau,Bokkos,Tier 0,3
South West,Osun,Boluwaduro,Tier 0,0
South South,Delta,Bomadi,Tier 0,0
South South,Rivers,Bonny,Tier 0,0
North Central,Niger,Borgu,Tier 0,0
South West,Osun,Boripe,Tier 0,0
North Central,Niger,Bosso,Tier 0,1
South South,Bayelsa,Brass,Tier 0,3
North West,Jigawa,Buji,Tier 0,5
North West,Zamfara,Bukkuyum,Tier 0,8
North West,Zamfara,Bungudu,Tier 0,5
North West,Kano,Bunkure,Tier 0,0
North West,Kebbi,Bunza,Tier 0,0
North East,Yobe,Bursari,Tier 0,0
North Central,Benue,Buruku,Tier 0,6
South South,Delta,Burutu,Tier 0,0
North Central,FCT/Abuja,Bwari,Tier 0,2
South South,Cross-River,Calabar Municipal,Tier 0,3
South South,Cross-River,Calabar South,Tier 0,4
North Central,Niger,Chanchaga,Tier 0,0
North West,Katsina,Charanchi,Tier 0,0
North East,Borno,Chibok,Tier 0,1
North West,Kaduna,Chikun,Tier 0,0
North West,Kano,Dala,Tier 0,0
North East,Yobe,Damaturu,Tier 0,0
North East,Bauchi,Damban,Tier 0,0
North West,Kano,Dambatta,Tier 0,0
North East,Borno,Damboa,Tier 0,7
North West,Katsina,Dan Musa,Tier 0,0
North West,Kebbi,Dandi,Tier 0,0
North West,Sokoto,Dange Shuni,Tier 0,2
North West,Katsina,Danja,Tier 0,0
North West,Kebbi,Danko wasagu,Tier 0,0
North East,Bauchi,Darazo,Tier 0,0
North East,Bauchi,Dass,Tier 0,0
North West,Katsina,Daura,Tier 0,0
North West,Kano,Dawakin Kudu,Tier 0,0
North West,Kano,Dawakin Tofa,Tier 0,0
South South,Rivers,Degema,Tier 0,0
North Central,Kogi,Dekina,Tier 0,1
North East,Adamawa,Demsa,Tier 0,0
North East,Borno,Dikwa,Tier 0,13
North West,Kano,Doguwa,Tier 0,0
North Central,Nasarawa,Doma,Tier 0,1
North East,Taraba,Donga,Tier 0,1
North East,Gombe,Dukku,Tier 0,0
South East,Anambra,Dunukofia,Tier 0,0
North West,Jigawa,Dutse,Tier 0,1
North West,Katsina,Dutsi,Tier 0,0
North West,Katsina,Dutsin Ma,Tier 0,3
South South,Akwa-Ibom,Eastern Obolo,Tier 0,0
South South,Ebonyi,Ebonyi,Tier 0,0
North Central,Niger,Edati,Tier 0,0
South South,Ebonyi,Edda,Tier 0,0
South West,Osun,Ede North,Tier 0,1
South West,Osun,Ede South,Tier 0,0
South West,Ekiti,Efon,Tier 0,0
South West,Oyo,Egbeda,Tier 0,0
South West,Osun,Egbedore,Tier 0,0
South South,Edo,Egor,Tier 0,0
South East,Imo,Ehime Mbano,Tier 0,0
South West,Osun,Ejigbo,Tier 0,0
South South,Bayelsa,Ekeremor,Tier 0,1
South South,Akwa-Ibom,Eket,Tier 0,0
North Central,Kwara,Ekiti,Tier 0,0
South West,Ekiti,Ekiti East,Tier 0,1
South West,Ekiti,Ekiti South-West,Tier 0,0
South West,Ekiti,Ekiti West,Tier 0,0
South East,Anambra,Ekwusigo,Tier 0,0
South South,Rivers,Eleme,Tier 0,0
South South,Rivers,Emohua,Tier 0,0
South West,Ekiti,Emure,Tier 0,3
South East,Enugu,Enugu East,Tier 0,0
South East,Enugu,Enugu North,Tier 0,0
South East,Enugu,Enugu South,Tier 0,0
South West,Lagos,Epe,Tier 0,0
South South,Edo,Esan Central,Tier 0,0
South South,Edo,Esan North-East,Tier 0,0
South South,Edo,Esan South-East,Tier 0,0
South South,Edo,Esan West,Tier 0,0
South West,Ondo,Ese Odo,Tier 0,0
South South,Akwa-Ibom,Esit Eket,Tier 0,0
South South,Akwa-Ibom,Essien Udim,Tier 0,0
South South,Rivers,Etche,Tier 0,0
South South,Delta,Ethiope East,Tier 0,0
South South,Delta,Ethiope West,Tier 0,0
South West,Lagos,Eti-Osa,Tier 0,0
South South,Akwa-Ibom,Etim Ekpo,Tier 0,1
South South,Akwa-Ibom,Etinan,Tier 0,3
South South,Edo,Etsako Central,Tier 0,0
South South,Edo,Etsako East,Tier 0,0
South South,Edo,Etsako West,Tier 0,0
South South,Cross-River,Etung,Tier 0,7
South West,Ogun,Ewekoro,Tier 0,0
South East,Enugu,Ezeagu,Tier 0,0
South East,Imo,Ezinihitte,Tier 0,0
South South,Ebonyi,Ezza North,Tier 0,3
South South,Ebonyi,Ezza South,Tier 0,6
North West,Kano,Fagge,Tier 0,0
North West,Kebbi,Fakai,Tier 0,4
North East,Yobe,Fika,Tier 0,0
North East,Adamawa,Fufure,Tier 0,0
North East,Gombe,Funakaye,Tier 0,0
North East,Yobe,Fune,Tier 0,0
North West,Katsina,Funtua,Tier 0,0
North West,Kano,Gabasawa,Tier 0,0
North West,Sokoto,Gada,Tier 0,6
North West,Jigawa,Gagarawa,Tier 0,5
North East,Bauchi,Gamawa,Tier 0,0
North East,Bauchi,Ganjuwa,Tier 0,0
North East,Adamawa,Ganye,Tier 0,0
North West,Jigawa,Garki,Tier 0,5
North West,Kano,Garko,Tier 0,0
North West,Kano,Garun Mallam,Tier 0,0
North East,Taraba,Gashaka,Tier 0,8
North East,Taraba,Gassol,Tier 0,5
North West,Kano,Gaya,Tier 0,0
North Central,Niger,Gbako,Tier 0,0
North Central,Benue,Gboko,Tier 0,0
South West,Ekiti,Gbonyin,Tier 0,3
North East,Yobe,Geidam,Tier 0,0
North West,Kano,Gezawa,Tier 0,0
North East,Bauchi,Giade,Tier 0,0
North East,Adamawa,Girei,Tier 0,0
North West,Kaduna,Giwa,Tier 0,0
South South,Rivers,Gokana,Tier 0,0
North East,Gombe,Gombe,Tier 0,2
North East,Adamawa,Gombi,Tier 0,0
North West,Sokoto,Goronyo,Tier 0,14
North East,Borno,Gubio,Tier 0,3
North West,Sokoto,Gudu,Tier 0,4
North East,Yobe,Gujba,Tier 0,1
North East,Yobe,Gulani,Tier 0,3
North Central,Benue,Guma,Tier 0,0
North West,Jigawa,Gumel,Tier 0,0
North West,Zamfara,Gummi,Tier 0,6
North Central,Niger,Gurara,Tier 0,7
North West,Jigawa,Guri,Tier 0,0
North West,Zamfara,Gusau,Tier 0,2
North East,Adamawa,Guyuk,Tier 0,0
North West,Sokoto,Gwadabawa,Tier 0,7
North Central,FCT/Abuja,Gwagwalada,Tier 0,2
North West,Kano,Gwale,Tier 0,0
North West,Kebbi,Gwandu,Tier 0,9
North West,Jigawa,Gwaram,Tier 0,6
North West,Kano,Gwarzo,Tier 0,0
North Central,Benue,Gwer East,Tier 0,0
North Central,Benue,Gwer West,Tier 0,1
North West,Jigawa,Gwiwa,Tier 0,3
North East,Borno,Gwoza,Tier 0,12
North West,Jigawa,Hadejia,Tier 0,0
North East,Borno,Hawul,Tier 0,0
North East,Adamawa,Hong,Tier 0,0
South West,Oyo,Ibadan North,Tier 0,0
South West,Oyo,Ibadan North-East,Tier 0,0
South West,Oyo,Ibadan North-West,Tier 0,0
South West,Oyo,Ibadan South-East,Tier 0,0
South West,Oyo,Ibadan South-West,Tier 0,0
North Central,Kogi,Ibaji,Tier 0,0
South West,Oyo,Ibarapa Central,Tier 0,0
South West,Oyo,Ibarapa East,Tier 0,0
South West,Oyo,Ibarapa North,Tier 0,0
South West,Lagos,Ibeju-Lekki,Tier 0,4
South South,Akwa-Ibom,Ibeno,Tier 0,0
South South,Akwa-Ibom,Ibesikpo Asutan,Tier 0,2
North East,Taraba,Ibi,Tier 0,0
South South,Akwa-Ibom,Ibiono-Ibom,Tier 0,0
North Central,Kogi,Idah,Tier 0,4
South West,Ondo,Idanre,Tier 0,0
South East,Imo,Ideato North,Tier 0,0
South East,Imo,Ideato South,Tier 0,0
South East,Anambra,Idemili North,Tier 0,0
South East,Anambra,Idemili South,Tier 0,0
South West,Oyo,Ido,Tier 0,0
South West,Ekiti,Ido Osi,Tier 0,0
South West,Lagos,Ifako-Ijaiye,Tier 0,0
South West,Osun,Ife Central,Tier 0,0
South West,Osun,Ife East,Tier 0,0
South West,Osun,Ife North,Tier 0,0
South West,Osun,Ife South,Tier 0,4
South West,Osun,Ifedayo,Tier 0,0
South West,Ondo,Ifedore,Tier 0,0
South West,Osun,Ifelodun,Tier 0,0
South West,Ogun,Ifo,Tier 0,0
North West,Kaduna,Igabi,Tier 0,0
North Central,Kogi,Igalamela-Odolu,Tier 0,5
South East,Enugu,Igbo Etiti,Tier 0,0
South East,Enugu,Igbo Eze North,Tier 0,0
South East,Enugu,Igbo Eze South,Tier 0,0
South South,Edo,Igueben,Tier 0,0
South East,Anambra,Ihiala,Tier 0,0
South East,Imo,Ihitte/Uboma,Tier 0,0
South West,Ogun,Ijebu East,Tier 0,0
South West,Ogun,Ijebu North,Tier 0,0
South West,Ogun,Ijebu North East,Tier 0,0
South West,Ogun,Ijebu Ode,Tier 0,0
South West,Ekiti,Ijero,Tier 0,0
North Central,Kogi,Ijumu,Tier 0,0
South South,Akwa-Ibom,Ika,Tier 0,0
South South,Delta,Ika North East,Tier 0,0
South South,Delta,Ika South,Tier 0,0
North West,Kaduna,Ikara,Tier 0,8
South East,Imo,Ikeduru,Tier 0,0
South West,Lagos,Ikeja,Tier 0,0
South West,Ogun,Ikenne,Tier 0,0
South West,Ekiti,Ikere,Tier 0,2
South West,Ekiti,Ikole,Tier 0,0
South South,Cross-River,Ikom,Tier 0,4
South South,Akwa-Ibom,Ikono,Tier 0,0
South West,Lagos,Ikorodu,Tier 0,0
South South,Akwa-Ibom,Ikot Abasi (village),Tier 0,0
South South,Akwa-Ibom,Ikot Ekpene,Tier 0,1
South South,Edo,Ikpoba Okha,Tier 0,0
South South,Rivers,Ikwerre,Tier 0,0
South South,Ebonyi,Ikwo,Tier 0,3
South East,Abia,Ikwuano,Tier 0,0
South West,Osun,Ila,Tier 0,0
South West,Ondo,Ilaje,Tier 0,0
South West,Ondo,Ile-Oluji/Okeigbo,Tier 0,0
South West,Ekiti,Ilejemeje,Tier 0,4
South West,Osun,Ilesa East,Tier 0,1
South West,Osun,Ilesa West,Tier 0,0
North West,Sokoto,Illela,Tier 0,4
North Central,Kwara,Ilorin East,Tier 0,0
North Central,Kwara,Ilorin West,Tier 0,0
South West,Ogun,Imeko Afon,Tier 0,0
North West,Kebbi,Ingaski,Tier 0,1
North West,Katsina,Ingawa,Tier 0,0
South South,Akwa-Ibom,Ini,Tier 0,0
South West,Ogun,Ipokia,Tier 0,0
South West,Ondo,Irele,Tier 0,0
South West,Oyo,Irepo,Tier 0,0
South West,Osun,Irepodun,Tier 0,1
South West,Ekiti,Irepodun/Ifelodun,Tier 0,1
South West,Osun,Irewole,Tier 0,0
South West,Ekiti,Ise/Orun,Tier 0,3
South West,Oyo,Iseyin,Tier 0,0
South South,Ebonyi,Ishielu,Tier 0,1
South East,Enugu,Isi Uzo,Tier 0,0
South East,Imo,Isiala Mbano,Tier 0,0
South East,Abia,Isiala Ngwa North,Tier 0,0
South East,Abia,Isiala Ngwa South,Tier 0,0
North Central,Kwara,Isin,Tier 0,0
South West,Osun,Isokan,Tier 0,0
South South,Delta,Isoko North,Tier 0,0
South South,Delta,Isoko South,Tier 0,0
South East,Imo,Isu,Tier 0,0
South East,Abia,Isuikwuato,Tier 0,7
North East,Bauchi,Itas/Gadau,Tier 0,0
South West,Oyo,Itesiwaju,Tier 0,3
South South,Akwa-Ibom,Itu,Tier 0,0
South South,Ebonyi,Ivo,Tier 0,0
South West,Oyo,Iwajowa,Tier 0,2
South West,Osun,Iwo,Tier 0,0
South South,Ebonyi,Izzi,Tier 0,4
North West,Kaduna,Jaba,Tier 0,2
North East,Adamawa,Jada,Tier 0,0
North West,Jigawa,Jahun,Tier 0,6
North East,Yobe,Jakusko,Tier 0,0
North East,Taraba,Jalingo,Tier 0,1
North East,Bauchi,Jama'are,Tier 0,0
North West,Kebbi,Jega,Tier 0,1
North West,Kaduna,Jema'a,Tier 0,0
North East,Borno,Jere,Tier 0,6
North Central,Plateau,Jos East,Tier 0,1
North Central,Plateau,Jos North,Tier 0,0
North Central,Plateau,Jos South,Tier 0,0
North Central,Kogi,Kabba/Bunu,Tier 0,0
North West,Kano,Kabo,Tier 0,0
North West,Kaduna,Kachia,Tier 0,4
North West,Kaduna,Kaduna North,Tier 0,0
North West,Kaduna,Kaduna South,Tier 0,0
North West,Jigawa,Kafin Hausa,Tier 0,2
North West,Katsina,Kafur,Tier 0,1
North East,Borno,Kaga,Tier 0,14
North West,Kaduna,Kagarko,Tier 0,9
North West,Katsina,Kaita,Tier 0,0
South West,Oyo,Kajola,Tier 0,2
North West,Kaduna,Kajuru,Tier 0,3
North West,Kebbi,Kalgo,Tier 0,3
North East,Gombe,Kaltungo,Tier 0,1
North Central,Plateau,Kanam,Tier 0,10
North Central,Plateau,Kanke,Tier 0,8
North West,Katsina,Kankia,Tier 0,0
North West,Kano,Kano Municipal,Tier 0,0
North East,Yobe,Karasuwa,Tier 0,4
North West,Kano,Karaye,Tier 0,0
North East,Taraba,Karim Lamido,Tier 0,8
North Central,Nasarawa,Karu,Tier 0,0
North East,Bauchi,Katagum,Tier 0,3
North Central,Niger,Katcha,Tier 0,0
North West,Katsina,Katsina,Tier 0,0
North Central,Benue,Katsina-Ala,Tier 0,0
North West,Jigawa,Kaugama,Tier 0,0
North West,Kaduna,Kaura,Tier 0,0
North West,Zamfara,Kaura-Namoda,Tier 0,5
North West,Kaduna,Kauru,Tier 0,2
North West,Jigawa,Kazaure,Tier 0,0
North West,Sokoto,Kebbe,Tier 0,4
North Central,Nasarawa,Keffi,Tier 0,0
South South,Rivers,Khana,Tier 0,6
North West,Kano,Kibiya,Tier 0,1
North East,Bauchi,Kirfi,Tier 0,0
North West,Jigawa,Kiri Kasama,Tier 0,1
North West,Kano,Kiru,Tier 0,0
North West,Jigawa,Kiyawa,Tier 0,0
North West,Kebbi,Koko,Tier 0,1
North Central,Nasarawa,Kokona,Tier 0,0
South South,Bayelsa,Kolokuma/Opokuma,Tier 0,7
North East,Borno,Konduga,Tier 0,3
North Central,Benue,Konshisha,Tier 0,2
North Central,Niger,Kontagora,Tier 0,0
South West,Lagos,Kosofe,Tier 0,0
North Central,Kogi,Koton karfe,Tier 0,0
North West,Kaduna,Kubau,Tier 0,8
North West,Kaduna,Kudan,Tier 0,0
North Central,FCT/Abuja,Kuje,Tier 0,0
North West,Kano,Kumbotso,Tier 0,0
North West,Kano,Kunchi,Tier 0,0
North West,Kano,Kura,Tier 0,0
North West,Katsina,Kurfi,Tier 0,4
North East,Taraba,Kurmi,Tier 0,8
North West,Katsina,Kusada,Tier 0,1
North Central,FCT/Abuja,Kwali,Tier 0,0
North East,Gombe,Kwami,Tier 0,0
North Central,Benue,Kwande,Tier 0,0
North West,Sokoto,Kware,Tier 0,1
North East,Borno,Kwaya Kusar,Tier 0,0
North Central,Nasarawa,Lafia,Tier 0,0
South West,Oyo,Lagelu,Tier 0,0
South West,Lagos,Lagos Island,Tier 0,0
South West,Lagos,Lagos Mainland,Tier 0,0
North East,Adamawa,Lamurde,Tier 0,0
North Central,Plateau,Langtang North,Tier 0,6
North Central,Plateau,Langtang South,Tier 0,9
North Central,Niger,Lapai,Tier 0,0
North Central,Kwara,Latiagi,Tier 0,0
North East,Taraba,Lau,Tier 0,2
North Central,Niger,Lavun,Tier 0,0
North West,Kaduna,Lere,Tier 0,9
North Central,Benue,Logo,Tier 0,0
North Central,Kogi,Lokoja,Tier 0,0
North East,Yobe,Machina,Tier 0,0
North East,Adamawa,Madagali,Tier 0,7
North West,Kano,Madobi,Tier 0,0
North East,Borno,Mafa,Tier 0,6
North Central,Niger,Magama,Tier 0,0
North East,Borno,Magumeri,Tier 0,0
North West,Katsina,Mai'Adua,Tier 0,0
North East,Borno,Maiduguri,Tier 0,0
North West,Jigawa,Maigatari,Tier 0,0
North East,Adamawa,Maiha,Tier 0,7
North West,Kebbi,Maiyama,Tier 0,1
North West,Kaduna,Makarfi,Tier 0,1
North West,Kano,Makoda,Tier 0,0
North Central,Benue,Makurdi,Tier 0,0
North West,Jigawa,Malam Madori,Tier 0,4
North West,Katsina,Malumfashi,Tier 0,0
North Central,Plateau,Mangu,Tier 0,6
North West,Katsina,Mani,Tier 0,1
North West,Zamfara,Maradun,Tier 0,5
North Central,Niger,Mariga,Tier 0,0
North West,Zamfara,Maru,Tier 0,7
North Central,Niger,Mashegu,Tier 0,0
North West,Katsina,Mashi,Tier 0,0
North East,Adamawa,Mayo Belwa,Tier 0,0
South East,Imo,Mbaitoli,Tier 0,0
South South,Akwa-Ibom,Mbo,Tier 0,9
North East,Adamawa,Michika,Tier 0,7
North West,Jigawa,Miga,Tier 0,3
North Central,Plateau,Mikang,Tier 0,8
North West,Kano,Minjibir,Tier 0,0
North East,Bauchi,Misau,Tier 0,1
South South,Akwa-Ibom,Mkpat-Enin,Tier 0,0
South West,Ekiti,Moba,Tier 0,3
North Central,Niger,Mokwa,Tier 0,0
North Central,Kogi,Mopa-Muro,Tier 0,0
North Central,Kwara,Moro,Tier 0,0
North East,Adamawa,Mubi North,Tier 0,0
North East,Adamawa,Mubi South,Tier 0,0
North Central,Niger,Munya,Tier 0,0
South West,Lagos,Mushin,Tier 0,0
North East,Gombe,Nafada,Tier 0,0
North East,Yobe,Nangere,Tier 0,0
North West,Kano,Nasarawa,Tier 0,0
North Central,Nasarawa,Nasarawa Eggon,Tier 0,0
South South,Delta,Ndokwa East,Tier 0,0
South South,Delta,Ndokwa West,Tier 0,0
South South,Bayelsa,Nembe,Tier 0,9
North East,Borno,Nganzai,Tier 0,13
South East,Imo,Ngor Okpala,Tier 0,0
North East,Yobe,Nguru,Tier 0,2
North East,Bauchi,Ningi,Tier 0,0
South East,Imo,Njaba,Tier 0,0
South East,Anambra,Njikoka,Tier 0,0
South East,Enugu,Nkanu East,Tier 0,0
South East,Enugu,Nkanu West,Tier 0,0
South East,Imo,Nkwerre,Tier 0,0
South East,Anambra,Nnewi North,Tier 0,0
South East,Anambra,Nnewi South,Tier 0,0
South South,Akwa-Ibom,Nsit-Atai,Tier 0,2
South South,Akwa-Ibom,Nsit-Ibom,Tier 0,7
South South,Akwa-Ibom,Nsit-Ubium,Tier 0,0
South East,Enugu,Nsukka,Tier 0,0
North East,Adamawa,Numan,Tier 0,0
South East,Imo,Nwangele,Tier 0,0
South West,Ogun,Obafemi Owode,Tier 0,0
South South,Cross-River,Obanliku,Tier 0,9
North Central,Nasarawa,Obi,Tier 0,7
South East,Abia,Obi Ngwa,Tier 0,0
South South,Rivers,Obio-Akpor,Tier 0,2
South West,Osun,Obokun,Tier 0,0
South South,Akwa-Ibom,Obot Akara,Tier 0,10
South East,Imo,Obowo,Tier 0,0
South South,Cross-River,Obubra,Tier 0,0
South South,Cross-River,Obudu,Tier 0,6
South West,Ogun,Odeda,Tier 0,0
South West,Ondo,Odigbo,Tier 0,0
South West,Osun,Odo-Otin,Tier 0,0
South West,Ogun,Odogbolu,Tier 0,6
South South,Cross-River,Odukpani,Tier 0,8
North Central,Kwara,Offa,Tier 0,0
North Central,Kogi,Ofu,Tier 0,1
South South,Rivers,Ogba-Egbema-Ndoni,Tier 0,0
North Central,Benue,Ogbadibo,Tier 0,0
South East,Anambra,Ogbaru,Tier 0,0
South South,Bayelsa,Ogbia,Tier 0,4
South West,Oyo,Ogbomosho North,Tier 0,0
South West,Oyo,Ogbomosho South,Tier 0,0
South West,Oyo,Ogo Oluwa,Tier 0,0
South South,Cross-River,Ogoja,Tier 0,0
South South,Rivers,Ogu-Bolo,Tier 0,6
South West,Ogun,Ogun Waterside,Tier 0,7
South East,Imo,Oguta,Tier 0,0
South East,Abia,Ohafia,Tier 0,12
South East,Imo,Ohaji/Egbema,Tier 0,0
South South,Ebonyi,Ohaozara,Tier 0,0
South South,Ebonyi,Ohaukwu,Tier 0,0
North Central,Benue,Ohimini,Tier 0,3
South East,Enugu,Oji River,Tier 0,0
South West,Lagos,Ojo,Tier 0,0
North Central,Benue,Oju,Tier 0,0
North Central,Kwara,Oke Ero,Tier 0,0
North Central,Kogi,Okehi,Tier 0,0
North Central,Kogi,Okene,Tier 0,0
South East,Imo,Okigwe,Tier 0,0
South South,Rivers,Okirika,Tier 0,0
South West,Ondo,Okitipupa,Tier 0,0
South South,Akwa-Ibom,Okobo,Tier 0,3
South South,Delta,Okpe,Tier 0,0
North Central,Benue,Okpokwu,Tier 0,10
South West,Osun,Ola-Oluwa,Tier 0,0
North Central,Kogi,Olamaboro,Tier 0,2
South West,Osun,Olorunda,Tier 0,0
South West,Oyo,Olorunsogo,Tier 0,1
South West,Oyo,Oluyole,Tier 0,0
North Central,Kogi,Omala,Tier 0,2
South South,Rivers,Omuma,Tier 0,0
South West,Oyo,Ona Ara,Tier 0,1
South West,Ondo,Ondo East,Tier 0,0
South West,Ondo,Ondo West,Tier 0,0
South South,Ebonyi,Onicha,Tier 0,5
South East,Anambra,Onitsha North,Tier 0,0
South East,Anambra,Onitsha South,Tier 0,0
South South,Akwa-Ibom,Onna,Tier 0,0
South East,Imo,Onuimo,Tier 0,0
South South,Rivers,Opobo-Nkoro,Tier 0,11
South South,Edo,Oredo,Tier 0,0
South West,Oyo,Orelope,Tier 0,0
South South,Edo,Orhionmwon,Tier 0,0
South West,Osun,Ori-Ade,Tier 0,0
South West,Oyo,Orire,Tier 0,0
South East,Imo,Orlu,Tier 0,0
South West,Osun,Orolu,Tier 0,0
South South,Akwa-Ibom,Oron,Tier 0,4
South East,Imo,Orsu,Tier 0,0
South East,Imo,Oru East,Tier 0,0
South East,Imo,Oru West,Tier 0,0
South South,Akwa-Ibom,Oruk Anam,Tier 0,0
South East,Anambra,Orumba North,Tier 0,0
South East,Anambra,Orumba South,Tier 0,0
South West,Ondo,Ose,Tier 0,0
South South,Delta,Oshimili North,Tier 0,0
South South,Delta,Oshimili South,Tier 0,0
South West,Lagos,Oshodi-Isolo,Tier 0,0
South East,Abia,Osisioma,Tier 0,0
South West,Osun,Osogbo,Tier 0,0
North Central,Benue,Oturkpo,Tier 0,2
South South,Edo,Ovia North-East,Tier 0,0
South South,Edo,Ovia South-West,Tier 0,0
South South,Edo,Owan East,Tier 0,0
South South,Edo,Owan West,Tier 0,0
South East,Imo,Owerri Municipal,Tier 0,0
South East,Imo,Owerri North,Tier 0,1
South East,Imo,Owerri West,Tier 0,0
South West,Ondo,Owo,Tier 0,0
South West,Ekiti,Oye,Tier 0,0
South East,Anambra,Oyi,Tier 0,0
South South,Rivers,Oyigbo,Tier 0,0
South West,Oyo,Oyo East,Tier 0,0
South West,Oyo,Oyo West,Tier 0,0
North Central,Kwara,Oyun,Tier 0,0
North Central,Niger,Paikoro,Tier 0,0
North Central,Plateau,Pankshin,Tier 0,6
South South,Delta,Patani,Tier 0,0
South South,Rivers,Port Harcourt,Tier 0,1
North East,Yobe,Potiskum,Tier 0,0
North Central,Plateau,Quaran Pan,Tier 0,9
North Central,Niger,Rafi,Tier 0,0
